station,valid,lon,lat,tmpf,dwpf,drct,sknt,gust,vsby,alti,wxcodes
FOD,2022-05-12 21:56,-94.2032,42.5497,93.00,67.00,180.00,16.00,23.00,10.00,29.74,
OFF,2022-05-12 21:56,-95.9125,41.1183,94.60,62.00,170.00,23.00,33.00,8.00,29.70,
FSD,2022-05-12 21:56,-96.7536,43.5769,91.00,62.00,180.00,22.00,35.00,10.00,29.60,
8D3,2022-05-12 21:56,-96.9914,45.6689,69.00,65.00,20.00,4.00,,,29.62,
PNM,2022-05-12 22:15,-93.6082,45.5599,84.20,68.00,70.00,10.00,,,29.73,
FSE,2022-05-12 22:15,-95.7735,47.5928,64.40,55.40,80.00,9.00,,10.00,29.77,
ADC,2022-05-12 22:15,-95.2109,46.4503,68.00,59.00,100.00,11.00,,10.00,29.70,
CNB,2022-05-12 22:15,-96.2660,44.7295,82.00,73.40,120.00,10.00,18.00,10.00,29.58,
SYN,2022-05-12 22:15,-93.0145,44.4736,93.00,58.00,160.00,17.00,25.00,10.00,29.72,
ORB,2022-05-12 22:33,-92.8560,48.0159,53.60,53.60,80.00,5.00,,3.00,29.87,+RA
EVM,2022-05-12 22:35,-92.4981,47.4251,55.40,55.40,70.00,11.00,21.00,10.00,29.83,-TSRA
JYG,2022-05-12 22:36,-94.5579,43.9863,89.60,64.40,160.00,22.00,27.00,10.00,29.65,
XWA,2022-05-12 22:51,-103.7505,48.2597,50.00,44.00,40.00,20.00,27.00,10.00,29.75,-RA
N60,2022-05-12 22:52,-101.4394,47.6458,58.00,52.00,,3.00,16.00,,29.72,
CID,2022-05-12 22:52,-91.7246,41.8829,91.00,59.00,180.00,20.00,30.00,10.00,29.84,
DVN,2022-05-12 22:52,-90.5948,41.6133,94.00,64.00,150.00,16.00,25.00,10.00,29.90,
MBG,2022-05-12 22:52,-100.4078,45.5464,64.00,61.00,80.00,16.00,27.00,4.00,29.49,BR
IEN,2022-05-12 22:52,-102.5110,43.0225,58.00,39.00,250.00,14.00,25.00,10.00,29.79,
RAP,2022-05-12 22:52,-103.0574,44.0453,58.00,45.00,260.00,10.00,,10.00,29.70,
EST,2022-05-12 22:52,-94.7476,43.4008,90.00,65.00,170.00,25.00,36.00,10.00,29.68,
SUX,2022-05-12 22:52,-96.3795,42.3917,75.00,62.00,,3.00,,10.00,29.65,
BIS,2022-05-12 22:52,-100.7458,46.7727,61.00,58.00,70.00,26.00,41.00,10.00,29.52,
IOW,2022-05-12 22:52,-91.5445,41.6394,92.00,60.00,170.00,16.00,23.00,10.00,29.86,
OMA,2022-05-12 22:52,-95.8992,41.3103,96.00,58.00,170.00,19.00,35.00,10.00,29.67,
VTN,2022-05-12 22:52,-100.5489,42.8567,65.00,42.00,280.00,34.00,49.00,6.00,29.70,HZ
CDD,2022-05-12 22:53,-92.4830,48.2660,53.60,51.80,0.00,0.00,,10.00,29.94,
IML,2022-05-12 22:53,-101.6201,40.5103,73.00,34.00,320.00,23.00,40.00,10.00,29.80,
DBQ,2022-05-12 22:53,-90.7091,42.3984,91.00,66.00,180.00,16.00,25.00,10.00,29.88,
SNY,2022-05-12 22:53,-102.9847,41.1014,71.00,16.00,290.00,28.00,41.00,10.00,29.85,
MCW,2022-05-12 22:53,-93.3261,43.1544,91.00,57.00,160.00,23.00,33.00,10.00,29.75,
MCK,2022-05-12 22:53,-100.5921,40.2063,76.00,43.00,320.00,28.00,42.00,6.00,29.74,HZ
BDE,2022-05-12 22:53,-94.6122,48.7284,66.00,54.00,70.00,12.00,,10.00,29.84,
BRD,2022-05-12 22:53,-94.1308,46.4047,73.00,59.00,80.00,9.00,20.00,10.00,29.71,
HIB,2022-05-12 22:53,-92.8390,47.3866,55.00,54.00,10.00,6.00,,4.00,29.85,RA BR
MSP,2022-05-12 22:53,-93.2313,44.8854,92.00,59.00,170.00,20.00,29.00,10.00,29.67,
MIC,2022-05-12 22:53,-93.3511,45.0622,91.00,64.00,140.00,16.00,34.00,10.00,29.65,
FCM,2022-05-12 22:53,-93.4607,44.8261,92.00,61.00,150.00,17.00,29.00,10.00,29.65,
OWA,2022-05-12 22:53,-93.2606,44.1233,93.20,60.80,140.00,20.00,30.00,10.00,29.72,
RWF,2022-05-12 22:53,-95.0820,44.5469,90.00,68.00,150.00,17.00,,10.00,29.62,
STC,2022-05-12 22:53,-94.0513,45.5433,84.00,66.00,90.00,12.00,18.00,10.00,29.66,
BFF,2022-05-12 22:53,-103.5956,41.8740,65.00,34.00,260.00,22.00,37.00,10.00,29.86,
AQP,2022-05-12 22:53,-96.0043,45.2275,82.40,71.60,120.00,12.00,21.00,10.00,29.56,
FOZ,2022-05-12 22:53,-93.6502,47.7828,57.20,55.40,50.00,7.00,16.00,10.00,29.90,
XVG,2022-05-12 22:53,-94.2039,46.9900,60.80,57.20,40.00,6.00,,10.00,29.76,
AMW,2022-05-12 22:53,-93.6185,41.9904,89.00,68.00,170.00,17.00,34.00,6.00,29.76,HZ
LWD,2022-05-12 22:53,-93.9005,40.6306,89.00,63.00,170.00,13.00,23.00,10.00,29.81,
OTM,2022-05-12 22:53,-92.4446,41.1008,91.00,63.00,170.00,16.00,28.00,10.00,29.84,
SPW,2022-05-12 22:53,-95.2101,43.1682,92.00,63.00,160.00,29.00,40.00,10.00,29.66,
AIA,2022-05-12 22:53,-102.8000,42.0572,64.00,28.90,260.00,27.00,38.00,10.00,29.83,
ORB,2022-05-12 22:53,-92.8560,48.0159,53.60,53.60,40.00,4.00,,7.00,29.89,RA
ETH,2022-05-12 22:53,-96.5435,45.7805,75.20,69.80,90.00,6.00,,10.00,29.59,
DVP,2022-05-12 22:53,-95.7826,43.9868,86.50,62.40,210.00,21.00,35.00,5.00,29.69,HZ
MHE,2022-05-12 22:53,-98.0386,43.7748,66.00,59.00,80.00,12.00,,10.00,29.53,
PIR,2022-05-12 22:53,-100.2860,44.3827,66.00,57.00,260.00,25.00,35.00,10.00,29.53,
ATY,2022-05-12 22:53,-97.1547,44.9140,75.00,70.00,110.00,12.00,22.00,8.00,29.54,VCTS
CDR,2022-05-12 22:53,-103.0954,42.8376,57.00,40.00,270.00,19.00,24.00,10.00,29.81,
HEI,2022-05-12 22:53,-102.6560,46.0149,55.00,53.00,290.00,8.00,,0.50,29.60,TSRA FG
AXN,2022-05-12 22:53,-95.3947,45.8663,77.00,69.00,110.00,14.00,22.00,10.00,29.65,
FNB,2022-05-12 22:53,-95.5920,40.0788,93.00,56.00,170.00,21.00,33.00,10.00,29.73,
ODX,2022-05-12 22:53,-98.9517,41.6236,75.00,58.00,180.00,17.00,24.00,10.00,29.60,
PKD,2022-05-12 22:53,-95.0700,46.9000,63.00,56.00,70.00,12.00,19.00,10.00,29.72,
STP,2022-05-12 22:53,-93.0600,44.9345,91.00,62.00,160.00,16.00,24.00,10.00,29.67,
MIW,2022-05-12 22:53,-92.9163,42.1106,90.00,62.00,160.00,19.00,29.00,10.00,29.78,
GRI,2022-05-12 22:53,-98.3096,40.9675,72.00,51.00,160.00,17.00,36.00,10.00,29.66,
ABR,2022-05-12 22:53,-98.4200,45.4500,75.00,69.00,90.00,13.00,23.00,8.00,29.49,VCTS
CUT,2022-05-12 22:53,-103.6114,43.7331,43.00,38.00,240.00,15.00,25.00,10.00,29.79,
ICR,2022-05-12 22:53,-99.8422,43.3903,68.00,58.00,260.00,25.00,35.00,10.00,29.62,
HSI,2022-05-12 22:53,-98.4279,40.6052,69.00,53.00,170.00,10.00,18.00,10.00,29.69,
FAR,2022-05-12 22:53,-96.8111,46.9253,65.00,60.00,80.00,14.00,20.00,10.00,29.63,
BRL,2022-05-12 22:53,-91.1255,40.7729,89.00,65.00,160.00,10.00,18.00,10.00,29.89,
LBF,2022-05-12 22:53,-100.6690,41.1219,71.00,38.00,310.00,28.00,42.00,10.00,29.75,
GFK,2022-05-12 22:53,-97.1761,47.9492,62.00,58.00,50.00,16.00,25.00,8.00,29.70,-TSRA
BBW,2022-05-12 22:53,-99.6385,41.4365,69.00,53.00,300.00,36.00,52.00,10.00,29.70,-RA
LNK,2022-05-12 22:54,-96.7633,40.8312,92.00,64.00,200.00,18.00,34.00,10.00,29.68,
DSM,2022-05-12 22:54,-93.6531,41.5339,91.00,66.00,160.00,23.00,30.00,10.00,29.76,
RST,2022-05-12 22:54,-92.4916,43.9041,92.00,57.00,170.00,20.00,30.00,10.00,29.78,
MOT,2022-05-12 22:54,-101.2803,48.2594,59.00,50.00,20.00,17.00,26.00,10.00,29.68,
INL,2022-05-12 22:54,-93.3956,48.5595,59.00,51.00,100.00,11.00,,10.00,29.88,
TQE,2022-05-12 22:54,-96.1779,41.7635,98.00,62.00,180.00,29.00,38.00,10.00,29.65,
ALO,2022-05-12 22:54,-92.4013,42.5544,92.00,61.00,170.00,21.00,27.00,10.00,29.79,
S32,2022-05-12 22:55,-98.1059,47.4228,60.80,60.80,320.00,17.00,24.00,1.50,29.74,+RA
OXV,2022-05-12 22:55,-93.1114,41.2984,91.40,66.20,170.00,17.00,,9.00,29.80,
CCY,2022-05-12 22:55,-92.6132,43.0730,91.40,60.80,160.00,17.00,24.00,10.00,29.78,
IFA,2022-05-12 22:55,-93.2651,42.4691,92.50,63.70,160.00,21.00,28.00,10.00,29.78,
CNC,2022-05-12 22:55,-93.3608,41.0184,89.60,66.20,160.00,18.00,,10.00,29.81,
CSQ,2022-05-12 22:55,-94.3608,41.0188,89.60,64.40,180.00,20.00,28.00,10.00,29.78,
FSW,2022-05-12 22:55,-91.3267,40.6615,89.60,66.20,160.00,6.00,,10.00,29.89,
AWG,2022-05-12 22:55,-91.6748,41.2751,93.20,62.60,160.00,16.00,21.00,9.00,29.85,
ACQ,2022-05-12 22:55,-93.5529,44.0735,91.40,62.60,150.00,18.00,25.00,,29.72,
EOK,2022-05-12 22:55,-91.4274,40.4615,91.40,68.00,160.00,9.00,17.00,10.00,29.89,
MPZ,2022-05-12 22:55,-91.5122,40.9453,91.40,62.60,170.00,15.00,,10.00,29.88,
AEL,2022-05-12 22:55,-93.3672,43.6815,93.20,60.80,160.00,18.00,27.00,10.00,29.72,
SGS,2022-05-12 22:55,-93.0329,44.8571,92.80,57.20,160.00,13.00,19.00,10.00,29.68,
PNM,2022-05-12 22:55,-93.6082,45.5599,84.20,68.00,90.00,8.00,,,29.69,
HZE,2022-05-12 22:55,-101.5810,47.2899,57.20,57.20,40.00,17.00,24.00,10.00,29.58,VCTS
D55,2022-05-12 22:55,-98.3937,48.7531,60.80,57.20,60.00,20.00,,10.00,29.81,
7L2,2022-05-12 22:55,-100.2456,46.2206,62.60,62.60,80.00,25.00,31.00,10.00,29.54,
06D,2022-05-12 22:55,-99.6208,48.8844,57.20,57.20,50.00,25.00,30.00,10.00,29.76,
D60,2022-05-12 22:55,-102.8974,48.3803,48.20,48.20,40.00,14.00,23.00,2.50,29.79,VCTS RA
GHW,2022-05-12 22:55,-95.3204,45.6439,78.80,69.80,110.00,16.00,20.00,10.00,29.64,
IBM,2022-05-12 22:55,-103.6774,41.1881,65.00,20.30,280.00,33.00,45.00,10.00,29.90,
AIT,2022-05-12 22:55,-93.6768,46.5484,66.20,57.20,80.00,11.00,18.00,10.00,29.75,
AUM,2022-05-12 22:55,-92.9333,43.6647,93.20,60.80,160.00,12.00,22.00,10.00,29.75,
HCO,2022-05-12 22:55,-96.9430,48.7527,64.40,55.40,50.00,13.00,20.00,10.00,29.80,
MJQ,2022-05-12 22:55,-94.9865,43.6500,89.60,55.40,170.00,20.00,30.00,10.00,29.69,
MVE,2022-05-12 22:55,-95.7103,44.9691,82.40,71.60,170.00,13.00,,10.00,29.58,
JMR,2022-05-12 22:55,-93.2718,45.8861,77.00,60.80,80.00,5.00,,10.00,29.75,
ULM,2022-05-12 22:55,-94.5000,44.3200,91.40,62.60,170.00,17.00,22.00,10.00,29.66,
PQN,2022-05-12 22:55,-96.3004,43.9821,62.60,60.80,270.00,24.00,34.00,5.00,29.76,+VCTSRA
RGK,2022-05-12 22:55,-92.4868,44.5915,93.20,60.80,160.00,12.00,17.00,10.00,29.71,
ROX,2022-05-12 22:55,-95.6971,48.8560,62.60,55.40,60.00,20.00,25.00,10.00,29.82,
ONA,2022-05-12 22:55,-91.7083,44.0772,91.40,66.20,180.00,7.00,20.00,10.00,29.78,
BVN,2022-05-12 22:55,-98.0558,41.7286,69.00,62.80,280.00,6.00,,10.00,29.68,
FET,2022-05-12 22:55,-96.5200,41.4500,93.60,61.20,180.00,19.00,26.00,10.00,29.68,
HJH,2022-05-12 22:55,-97.5870,40.1523,87.80,64.80,200.00,13.00,19.00,10.00,29.72,VCTS
LXN,2022-05-12 22:55,-99.7759,40.7904,69.40,50.70,320.00,32.00,40.00,3.00,29.75,HZ
OGA,2022-05-12 22:55,-101.7697,41.1195,69.80,30.90,300.00,26.00,36.00,10.00,29.80,
TIF,2022-05-12 22:55,-100.5690,41.9622,64.40,40.80,290.00,24.00,44.00,10.00,29.75,
LCG,2022-05-12 22:55,-96.9814,42.2419,75.20,69.30,160.00,5.00,,10.00,29.64,
JYR,2022-05-12 22:55,-97.6228,40.8967,66.20,57.20,230.00,18.00,23.00,8.00,29.71,-TSRA
BJI,2022-05-12 22:55,-94.9337,47.5094,58.00,56.80,70.00,10.00,,10.00,29.76,
COQ,2022-05-12 22:55,-92.5036,46.7011,66.20,55.40,90.00,9.00,,10.00,29.81,
ELO,2022-05-12 22:55,-91.8371,47.8287,55.40,55.40,130.00,5.00,,10.00,29.93,-RA
FGN,2022-05-12 22:55,-94.9028,49.3183,57.20,46.40,30.00,8.00,,10.00,29.88,
FSE,2022-05-12 22:55,-95.7735,47.5928,59.00,55.40,60.00,9.00,,10.00,29.73,DZ
MZH,2022-05-12 22:55,-92.8048,46.4186,68.00,55.40,80.00,5.00,,10.00,29.81,
TWM,2022-05-12 22:55,-91.7450,47.0492,59.00,57.20,0.00,0.00,,10.00,29.87,
BDH,2022-05-12 22:55,-95.1304,45.1177,82.40,71.60,120.00,18.00,,10.00,29.64,
HDE,2022-05-12 22:55,-99.3365,40.4521,75.00,58.60,170.00,15.00,,10.00,29.68,
MLE,2022-05-12 22:55,-96.1120,41.1960,94.00,57.20,180.00,16.00,25.00,10.00,29.69,
AFK,2022-05-12 22:55,-95.8657,40.6069,92.50,52.00,200.00,24.00,30.00,10.00,29.72,
CFE,2022-05-12 22:55,-93.8433,45.1590,86.00,68.00,120.00,11.00,,10.00,29.65,
DYT,2022-05-12 22:55,-92.0434,46.7219,53.60,51.80,120.00,7.00,,10.00,29.85,
GYL,2022-05-12 22:55,-94.0812,44.7560,91.20,66.20,140.00,13.00,24.00,10.00,29.65,
GDB,2022-05-12 22:55,-95.5560,44.7533,89.60,69.40,130.00,18.00,22.00,10.00,29.61,
14Y,2022-05-12 22:55,-94.8739,45.8983,73.40,64.40,110.00,12.00,18.00,7.00,29.67,
LYV,2022-05-12 22:55,-96.2158,43.6212,64.40,59.00,270.00,12.00,39.00,7.00,29.75,-VCTSRA
DXX,2022-05-12 22:55,-96.1779,44.9864,84.20,73.40,130.00,17.00,22.00,10.00,29.56,
HZX,2022-05-12 22:55,-93.3098,46.6188,69.80,55.40,90.00,11.00,16.00,10.00,29.78,
LVN,2022-05-12 22:55,-93.2273,44.6252,91.40,57.20,150.00,13.00,21.00,10.00,29.68,
VVV,2022-05-12 22:55,-96.4244,45.3057,77.00,71.60,120.00,7.00,,10.00,29.57,
PEX,2022-05-12 22:55,-94.7466,45.3723,82.40,68.00,130.00,13.00,19.00,10.00,29.65,
PWC,2022-05-12 22:55,-94.3817,46.7248,68.00,60.80,100.00,10.00,,10.00,29.76,
ROS,2022-05-12 22:55,-92.9530,45.6980,82.00,62.80,80.00,8.00,,10.00,29.74,
SYN,2022-05-12 22:55,-93.0145,44.4736,93.20,55.20,160.00,17.00,24.00,10.00,29.69,
SAZ,2022-05-12 22:55,-94.8066,46.3809,73.40,60.80,90.00,7.00,,10.00,29.69,
21D,2022-05-12 22:55,-92.8557,44.9975,89.60,62.60,150.00,15.00,21.00,10.00,29.70,
TKC,2022-05-12 22:55,-95.6072,44.2491,89.00,59.40,180.00,10.00,16.00,10.00,29.63,
RRT,2022-05-12 22:55,-95.3483,48.9414,53.60,50.00,40.00,12.00,,10.00,29.85,
Y63,2022-05-12 22:55,-95.9920,45.9861,74.30,68.20,100.00,11.00,,10.00,29.61,
OVL,2022-05-12 22:55,-95.0328,44.7786,87.80,66.20,150.00,16.00,19.00,10.00,29.63,
9MN,2022-05-12 22:55,-92.4831,44.0198,92.50,54.50,120.00,19.00,28.00,10.00,29.77,
RUG,2022-05-12 22:55,-100.0243,48.3904,59.00,53.60,50.00,33.00,,10.00,29.65,
08D,2022-05-12 22:55,-102.4064,48.3008,50.00,50.00,40.00,18.00,23.00,2.00,29.75,VCTS RA
BAC,2022-05-12 22:55,-98.0180,46.9412,62.60,62.60,60.00,9.00,17.00,3.00,29.63,BR
S25,2022-05-12 22:55,-103.2552,47.7966,50.00,50.00,40.00,15.00,,3.00,29.72,VCTS RA
IKV,2022-05-12 22:55,-93.5695,41.6878,89.60,68.00,170.00,16.00,25.00,9.00,29.77,
AIO,2022-05-12 22:55,-95.0465,41.4059,91.40,66.20,180.00,17.00,26.00,10.00,29.71,
ICL,2022-05-12 22:55,-95.0223,40.7242,93.20,53.60,180.00,22.00,28.00,10.00,29.75,
CBF,2022-05-12 22:55,-95.7604,41.2611,91.40,53.60,170.00,18.00,27.00,10.00,29.69,
DEH,2022-05-12 22:55,-91.7433,43.2755,91.40,57.20,180.00,17.00,24.00,10.00,29.81,
OLZ,2022-05-12 22:55,-91.9760,42.6831,91.40,60.80,170.00,22.00,29.00,10.00,29.83,
RDK,2022-05-12 22:55,-95.2624,41.0106,93.20,53.60,190.00,25.00,33.00,10.00,29.72,
SDA,2022-05-12 22:55,-95.4112,40.7533,93.20,50.00,190.00,22.00,34.00,10.00,29.69,
AXA,2022-05-12 22:55,-94.2724,43.0796,93.20,66.20,180.00,29.00,35.00,10.00,29.71,
CIN,2022-05-12 22:55,-94.7889,42.0444,91.40,64.40,190.00,20.00,32.00,9.00,29.72,
CKP,2022-05-12 22:55,-95.5538,42.7304,89.60,60.80,210.00,16.00,28.00,10.00,29.69,
FXY,2022-05-12 22:55,-93.6237,43.2323,95.00,60.80,160.00,21.00,28.00,10.00,29.72,
LRJ,2022-05-12 22:55,-96.1923,42.7754,69.80,60.80,,6.00,12.00,10.00,29.68,
I75,2022-05-12 22:55,-93.6876,41.0472,90.70,64.20,160.00,15.00,22.00,7.00,29.81,
PRO,2022-05-12 22:55,-94.1637,41.8278,93.60,63.30,180.00,24.00,30.00,10.00,29.74,
SHL,2022-05-12 22:55,-95.8353,43.2082,73.40,57.20,250.00,22.00,33.00,1.75,29.73,HZ
ADU,2022-05-12 22:55,-94.9204,41.6994,89.60,60.80,170.00,18.00,26.00,10.00,29.75,
GGI,2022-05-12 22:55,-92.7332,41.7097,92.30,63.50,150.00,19.00,24.00,10.00,29.84,
HNR,2022-05-12 22:55,-95.3355,41.5834,95.00,62.60,180.00,24.00,31.00,10.00,29.70,
MXO,2022-05-12 22:55,-91.1605,42.2204,95.00,62.60,170.00,16.00,25.00,10.00,29.85,
MUT,2022-05-12 22:55,-91.1406,41.3670,93.20,64.40,170.00,19.00,,10.00,29.86,
PEA,2022-05-12 22:55,-92.9431,41.3989,91.40,62.80,170.00,15.00,25.00,10.00,29.82,
EBS,2022-05-12 22:55,-93.8691,42.4392,91.40,69.80,160.00,25.00,30.00,10.00,29.73,
BNW,2022-05-12 22:55,-93.8486,42.0486,91.40,68.00,180.00,19.00,30.00,10.00,29.78,
CAV,2022-05-12 22:55,-93.7593,42.7430,93.20,66.20,170.00,25.00,34.00,10.00,29.73,
DNS,2022-05-12 22:55,-95.3800,41.9842,91.40,59.00,180.00,25.00,34.00,6.00,29.70,HZ
FFL,2022-05-12 22:55,-91.9834,41.0521,91.40,62.60,180.00,16.00,22.00,5.00,29.86,HZ
TNU,2022-05-12 22:55,-93.0190,41.6701,93.20,62.60,180.00,22.00,28.00,9.00,29.79,
9V9,2022-05-12 22:55,-99.3183,43.7667,68.40,62.20,250.00,15.00,27.00,10.00,29.57,
96D,2022-05-12 22:55,-97.9028,48.9406,62.60,51.80,50.00,12.00,,10.00,29.83,
EVM,2022-05-12 22:55,-92.4981,47.4251,55.40,55.40,90.00,4.00,,10.00,29.86,-RA
ANW,2022-05-12 22:55,-99.9930,42.5792,60.80,50.50,290.00,25.00,38.00,10.00,29.71,
PMV,2022-05-12 22:55,-95.9179,40.9502,94.00,54.50,170.00,20.00,28.00,10.00,29.71,
CKN,2022-05-12 22:55,-96.6214,47.8417,60.80,,80.00,15.00,19.00,10.00,29.72,
FBL,2022-05-12 22:55,-93.3108,44.3247,91.40,59.00,130.00,19.00,25.00,10.00,29.71,
FFM,2022-05-12 22:55,-96.1567,46.2844,73.40,64.40,100.00,11.00,18.00,10.00,29.58,
LXL,2022-05-12 22:55,-94.3469,45.9492,77.00,64.40,110.00,14.00,17.00,10.00,29.68,
AUH,2022-05-12 22:55,-97.9946,40.8941,69.80,55.60,150.00,10.00,14.00,10.00,29.70,VCTS
CNB,2022-05-12 22:55,-96.2660,44.7295,82.60,72.50,90.00,13.00,,10.00,29.58,VCTS
04W,2022-05-12 22:55,-92.8952,46.0229,78.80,60.80,80.00,11.00,16.00,10.00,29.76,
JKJ,2022-05-12 22:55,-96.6640,46.8393,66.20,60.80,70.00,8.00,,10.00,29.64,
VWU,2022-05-12 22:55,-94.5167,48.1539,59.00,53.60,90.00,10.00,,10.00,,VCTS
3N8,2022-05-12 22:55,-95.9281,47.2605,62.60,60.40,80.00,8.00,,10.00,29.70,
Y49,2022-05-12 22:55,-94.6453,47.1595,56.70,55.40,60.00,8.00,,10.00,29.76,
GRN,2022-05-12 22:55,-102.1753,42.8060,56.80,38.80,280.00,17.00,22.00,10.00,29.79,
HPT,2022-05-12 22:55,-93.2244,42.7175,91.40,57.20,170.00,20.00,30.00,10.00,29.77,
SXK,2022-05-12 22:55,-96.1614,42.9858,66.20,62.60,260.00,16.00,25.00,8.00,29.70,-DZ
MWM,2022-05-12 22:55,-95.1094,43.9134,89.60,59.00,160.00,11.00,17.00,10.00,29.66,
TVK,2022-05-12 22:55,-92.8983,40.6832,89.60,62.60,160.00,13.00,,10.00,29.87,
20U,2022-05-12 22:55,-103.9821,46.9252,50.00,50.00,340.00,9.00,,2.00,29.73,VCTS RA
BWW,2022-05-12 22:55,-103.3007,46.1655,48.20,48.20,330.00,18.00,23.00,2.00,29.64,VCTS RA
9D7,2022-05-12 22:55,-99.2364,48.4800,62.60,62.60,50.00,21.00,35.00,10.00,29.70,
46D,2022-05-12 22:55,-99.1513,47.4511,60.80,57.20,70.00,21.00,30.00,10.00,29.64,
2C8,2022-05-12 22:55,-97.6320,48.7837,64.40,53.60,40.00,9.00,,10.00,29.82,
D50,2022-05-12 22:55,-103.2973,48.9285,53.60,42.80,40.00,19.00,27.00,10.00,29.80,
D57,2022-05-12 22:55,-101.8602,46.8128,55.40,53.60,40.00,21.00,29.00,0.50,29.52,VCTS FG
GAF,2022-05-12 22:55,-97.3709,48.4047,64.40,57.20,50.00,16.00,,9.00,29.80,VCTS
GWR,2022-05-12 22:55,-97.6435,46.2187,64.40,66.20,80.00,17.00,,10.00,29.56,
5H4,2022-05-12 22:55,-99.9317,47.7912,60.80,57.20,60.00,25.00,30.00,10.00,29.64,
Y19,2022-05-12 22:55,-100.8944,46.7680,59.00,59.00,80.00,21.00,31.00,10.00,29.53,
2D5,2022-05-12 22:55,-98.0799,46.1731,64.40,64.40,80.00,22.00,28.00,7.00,29.55,
BWP,2022-05-12 22:55,-96.6074,46.2441,68.00,62.60,50.00,9.00,15.00,10.00,29.59,
BTN,2022-05-12 22:55,-97.7428,45.8150,66.20,66.20,80.00,21.00,28.00,9.00,29.51,
MDS,2022-05-12 22:55,-97.0859,44.0160,64.40,64.40,250.00,18.00,38.00,,29.74,
PHP,2022-05-12 22:55,-101.6000,44.0500,61.00,55.00,270.00,23.00,30.00,10.00,29.66,
SPF,2022-05-12 22:55,-103.7830,44.4803,51.80,48.20,280.00,15.00,23.00,10.00,29.71,
BIE,2022-05-12 22:55,-96.7541,40.3013,91.40,56.30,190.00,21.00,29.00,10.00,29.71,
BTA,2022-05-12 22:55,-96.1090,41.4148,94.50,59.50,180.00,20.00,30.00,10.00,29.69,
DTL,2022-05-12 22:55,-95.8856,46.8252,66.20,57.20,100.00,12.00,19.00,10.00,29.69,
TOB,2022-05-12 22:55,-92.8315,44.0180,93.20,51.80,150.00,24.00,30.00,10.00,29.76,
SLB,2022-05-12 22:55,-95.2399,42.5972,89.60,62.60,170.00,23.00,34.00,9.00,29.69,
VTI,2022-05-12 22:55,-92.0248,42.2176,96.00,58.80,160.00,15.00,23.00,10.00,29.83,
HCD,2022-05-12 22:55,-94.3825,44.8599,86.20,74.00,130.00,15.00,,10.00,29.66,
FKA,2022-05-12 22:55,-92.1797,43.6767,90.50,58.00,150.00,19.00,28.00,7.00,29.80,
D39,2022-05-12 22:55,-94.9334,45.7066,79.70,69.00,110.00,18.00,24.00,10.00,29.64,
OOA,2022-05-12 22:55,-92.4919,41.2273,95.20,60.00,170.00,19.00,24.00,10.00,29.84,
AHQ,2022-05-12 22:55,-96.5946,41.2406,93.60,60.00,200.00,23.00,30.00,10.00,29.69,
DLH,2022-05-12 22:55,-92.1936,46.8421,65.00,56.00,110.00,13.00,,10.00,29.85,
HON,2022-05-12 22:55,-98.2286,44.3852,71.00,58.00,160.00,19.00,37.00,8.00,,-TSRA
GPZ,2022-05-12 22:56,-93.5097,47.2111,58.00,57.00,50.00,6.00,,10.00,29.82,
EAR,2022-05-12 22:56,-99.0068,40.7270,72.00,57.00,160.00,15.00,24.00,10.00,29.68,
JMS,2022-05-12 22:56,-98.6800,46.9300,60.00,59.00,50.00,18.00,26.00,2.00,29.60,-RA BR
FOD,2022-05-12 22:56,-94.2032,42.5497,91.00,66.00,180.00,19.00,28.00,10.00,29.75,
OFF,2022-05-12 22:56,-95.9125,41.1183,94.60,52.20,190.00,20.00,31.00,8.00,29.70,
MIB,2022-05-12 22:56,-101.3580,48.4158,57.40,50.00,70.00,17.00,,10.00,29.67,
RCA,2022-05-12 22:56,-103.1036,44.1451,56.30,51.30,50.00,7.00,,10.00,29.68,
RYM,2022-05-12 22:56,-94.3575,46.0895,78.00,64.40,100.00,9.00,,10.00,29.67,
DVL,2022-05-12 22:56,-98.9083,48.1146,60.00,54.00,60.00,23.00,40.00,10.00,29.65,-RA
2WX,2022-05-12 22:56,-103.5464,45.6044,52.00,50.00,290.00,25.00,28.00,,29.63,
FSD,2022-05-12 22:56,-96.7536,43.5769,77.00,54.00,250.00,10.00,47.00,10.00,29.64,-TSRA
YKN,2022-05-12 22:56,-97.3859,42.9167,66.00,61.00,140.00,10.00,17.00,10.00,29.64,
CWI,2022-05-12 22:56,-90.3328,41.8295,92.00,66.00,170.00,14.00,21.00,10.00,29.90,
OTG,2022-05-12 22:56,-95.5792,43.6551,86.00,58.00,250.00,36.00,43.00,2.00,29.73,VCTS HZ
FRM,2022-05-12 22:56,-94.4156,43.6439,93.00,65.00,170.00,28.00,34.00,10.00,29.68,
OLU,2022-05-12 22:56,-97.3426,41.4480,84.00,56.00,210.00,35.00,49.00,5.00,29.68,VCTS -RA
GNA,2022-05-12 22:56,-90.3457,47.7453,48.00,44.00,0.00,0.00,,,29.96,
MML,2022-05-12 22:56,-95.8200,44.4500,88.00,67.00,190.00,17.00,25.00,10.00,29.63,
D07,2022-05-12 22:56,-102.0200,45.0300,55.00,53.00,280.00,22.00,37.00,,29.58,
8D3,2022-05-12 22:56,-96.9914,45.6689,71.00,67.00,70.00,7.00,,,29.56,
